customer_id,registration_date,acquisition_channel,customer_segment,transaction_date,order_value,product_category
223,2024-03-09,email,basic,2024-04-02,36.58,Electronics
223,2024-03-09,email,basic,2024-11-10,35.82,Books
223,2024-03-09,email,basic,2024-08-31,38.9,Electronics
224,2023-10-21,social_media,basic,2023-11-14,29.5,Electronics
224,2023-10-21,social_media,basic,2024-06-22,36.31,Electronics
225,2023-04-22,organic,premium,2023-05-02,88.67,Electronics
225,2023-04-22,organic,premium,2023-11-29,126.55,Home
225,2023-04-22,organic,premium,2023-07-27,91.27,Books
225,2023-04-22,organic,premium,2024-03-13,78.27,Home
225,2023-04-22,organic,premium,2024-04-15,137.05,Fashion
225,2023-04-22,organic,premium,2024-03-24,161.43,Books
225,2023-04-22,organic,premium,2024-09-14,132.02,Home
225,2023-04-22,organic,premium,2024-02-15,147.05,Books
226,2024-08-28,organic,basic,2024-09-16,44.37,Electronics
226,2024-08-28,organic,basic,2024-12-11,22.28,Electronics
227,2024-01-20,organic,standard,2024-01-27,72.7,Fashion
227,2024-01-20,organic,standard,2024-08-11,71.72,Electronics
227,2024-01-20,organic,standard,2024-08-11,57.92,Fashion
227,2024-01-20,organic,standard,2024-07-05,72.85,Fashion
228,2023-03-13,email,basic,2023-03-15,44.97,Books
228,2023-03-13,email,basic,2023-04-17,29.83,Home
228,2023-03-13,email,basic,2023-12-14,37.45,Fashion
229,2023-01-26,referral,standard,2023-02-19,63.16,Books
229,2023-01-26,referral,standard,2023-04-09,73.67,Home
229,2023-01-26,referral,standard,2023-04-14,95.4,Books
229,2023-01-26,referral,standard,2023-08-03,104.82,Home
230,2023-05-02,email,basic,2023-05-02,56.5,Fashion
230,2023-05-02,email,basic,2023-07-28,31.45,Books
230,2023-05-02,email,basic,2024-02-24,40.25,Books
231,2023-07-09,organic,standard,2023-07-16,41.35,Books
231,2023-07-09,organic,standard,2023-08-22,77.83,Books
231,2023-07-09,organic,standard,2023-12-18,64.83,Fashion
232,2023-05-05,social_media,standard,2023-05-09,62.15,Electronics
232,2023-05-05,social_media,standard,2023-11-01,64.64,Fashion
232,2023-05-05,social_media,standard,2023-10-17,68.82,Books
232,2023-05-05,social_media,standard,2024-03-18,100.91,Fashion
232,2023-05-05,social_media,standard,2024-03-31,77.47,Home
232,2023-05-05,social_media,standard,2024-08-19,64.93,Fashion
232,2023-05-05,social_media,standard,2024-03-18,94.56,Home
233,2024-03-27,organic,standard,2024-04-17,96.92,Books
233,2024-03-27,organic,standard,2024-05-06,109.3,Electronics
233,2024-03-27,organic,standard,2024-08-09,65.1,Home
234,2023-08-13,paid_search,standard,2023-09-10,56.49,Books
234,2023-08-13,paid_search,standard,2024-04-13,51.41,Fashion
235,2023-10-08,organic,premium,2023-10-16,100.86,Home
235,2023-10-08,organic,premium,2023-11-17,112.17,Electronics
235,2023-10-08,organic,premium,2024-07-07,139.05,Books
235,2023-10-08,organic,premium,2024-05-05,107.78,Fashion
235,2023-10-08,organic,premium,2024-03-29,106.81,Home
235,2023-10-08,organic,premium,2024-03-23,79.11,Home
235,2023-10-08,organic,premium,2024-10-08,113.61,Books
236,2024-05-05,paid_search,premium,2024-05-18,121.12,Home
236,2024-05-05,paid_search,premium,2024-10-05,172.53,Electronics
236,2024-05-05,paid_search,premium,2024-09-04,110.7,Electronics
236,2024-05-05,paid_search,premium,2024-08-10,66.15,Books
236,2024-05-05,paid_search,premium,2024-12-11,99.93,Fashion
237,2024-01-16,paid_search,standard,2024-01-25,57.27,Home
237,2024-01-16,paid_search,standard,2024-03-14,52.52,Books
237,2024-01-16,paid_search,standard,2024-08-26,52.02,Fashion
238,2023-01-30,paid_search,standard,2023-02-20,65.06,Books
238,2023-01-30,paid_search,standard,2023-08-27,56.12,Home
238,2023-01-30,paid_search,standard,2023-05-07,62.71,Fashion
239,2023-04-26,social_media,basic,2023-05-25,27.24,Books
239,2023-04-26,social_media,basic,2024-01-01,35.75,Books
239,2023-04-26,social_media,basic,2023-09-09,41.97,Electronics
239,2023-04-26,social_media,basic,2024-01-29,48.91,Home
240,2023-12-05,referral,standard,2023-12-20,92.47,Home
240,2023-12-05,referral,standard,2024-03-28,82.38,Books
240,2023-12-05,referral,standard,2024-05-07,53.98,Books
240,2023-12-05,referral,standard,2024-04-19,26.49,Books
240,2023-12-05,referral,standard,2024-09-30,55.52,Books
241,2023-04-18,organic,standard,2023-04-20,89.8,Fashion
241,2023-04-18,organic,standard,2023-06-13,115.43,Books
241,2023-04-18,organic,standard,2023-12-15,110.55,Fashion
242,2024-08-18,organic,standard,2024-08-30,101.5,Home
244,2024-07-31,paid_search,standard,2024-08-13,103.74,Fashion
244,2024-07-31,paid_search,standard,2024-09-27,78.58,Books
245,2023-10-07,paid_search,standard,2023-10-12,102.82,Books
245,2023-10-07,paid_search,standard,2024-04-26,74.98,Books
245,2023-10-07,paid_search,standard,2024-07-09,40.09,Books
245,2023-10-07,paid_search,standard,2024-06-16,103.52,Home
245,2023-10-07,paid_search,standard,2024-06-05,121.53,Books
246,2024-11-29,referral,standard,2024-12-10,99.29,Fashion
247,2024-07-11,organic,premium,2024-07-11,82.58,Electronics
247,2024-07-11,organic,premium,2024-09-09,142.98,Fashion
248,2023-11-22,email,standard,2023-12-03,39.53,Home
248,2023-11-22,email,standard,2024-03-26,107.13,Fashion
248,2023-11-22,email,standard,2024-02-05,33.19,Home
248,2023-11-22,email,standard,2024-03-10,102.68,Fashion
248,2023-11-22,email,standard,2024-07-09,77.47,Electronics
249,2024-12-06,social_media,standard,2024-12-08,90.14,Books
250,2023-07-31,social_media,standard,2023-08-27,100.53,Electronics
250,2023-07-31,social_media,standard,2023-11-23,68.33,Electronics
250,2023-07-31,social_media,standard,2023-11-10,38.98,Home
250,2023-07-31,social_media,standard,2024-05-15,150.64,Books
250,2023-07-31,social_media,standard,2024-04-12,57.73,Books
251,2024-03-15,organic,premium,2024-03-25,98.03,Books
251,2024-03-15,organic,premium,2024-11-29,75.94,Electronics
251,2024-03-15,organic,premium,2024-12-19,193.34,Books
252,2024-10-27,email,standard,2024-11-02,83.16,Fashion
253,2023-02-23,paid_search,premium,2023-03-08,84.9,Home
253,2023-02-23,paid_search,premium,2023-07-12,72.33,Books
253,2023-02-23,paid_search,premium,2023-11-26,70.06,Home
253,2023-02-23,paid_search,premium,2023-11-20,79.91,Books
253,2023-02-23,paid_search,premium,2024-02-23,102.49,Home
254,2023-08-05,referral,standard,2023-09-02,73.83,Fashion
254,2023-08-05,referral,standard,2024-04-20,62.05,Books
254,2023-08-05,referral,standard,2024-04-08,87.15,Fashion
254,2023-08-05,referral,standard,2023-11-06,54.4,Fashion
255,2023-09-17,social_media,standard,2023-10-13,85.75,Books
255,2023-09-17,social_media,standard,2024-01-02,64.56,Electronics
255,2023-09-17,social_media,standard,2023-12-01,64.18,Home
255,2023-09-17,social_media,standard,2024-01-31,63.51,Electronics
255,2023-09-17,social_media,standard,2024-01-31,92.64,Home
255,2023-09-17,social_media,standard,2024-12-13,63.43,Electronics
256,2024-10-05,organic,standard,2024-11-02,38.69,Electronics
257,2024-01-25,social_media,premium,2024-02-02,133.71,Electronics
257,2024-01-25,social_media,premium,2024-03-09,77.14,Fashion
257,2024-01-25,social_media,premium,2024-09-20,112.32,Fashion
257,2024-01-25,social_media,premium,2024-12-15,110.84,Fashion
257,2024-01-25,social_media,premium,2024-11-25,100.01,Fashion
257,2024-01-25,social_media,premium,2024-07-03,117.25,Books
258,2023-04-08,email,standard,2023-05-05,69.69,Fashion
258,2023-04-08,email,standard,2023-10-27,63.31,Fashion
258,2023-04-08,email,standard,2024-01-07,56.93,Home
258,2023-04-08,email,standard,2024-03-13,92.11,Home
258,2023-04-08,email,standard,2024-05-02,79.67,Electronics
258,2023-04-08,email,standard,2023-10-09,57.85,Fashion
258,2023-04-08,email,standard,2024-01-23,63.14,Fashion
258,2023-04-08,email,standard,2024-10-08,83.18,Home
259,2024-11-21,organic,premium,2024-11-26,54.2,Fashion
260,2024-10-27,email,standard,2024-11-01,105.0,Home
261,2024-03-02,organic,basic,2024-03-29,49.47,Home
262,2024-11-02,paid_search,standard,2024-11-02,106.1,Books
263,2023-09-06,organic,basic,2023-09-18,23.97,Fashion
263,2023-09-06,organic,basic,2023-11-19,40.75,Fashion
263,2023-09-06,organic,basic,2024-04-27,26.74,Home
263,2023-09-06,organic,basic,2024-04-29,23.61,Home
264,2023-11-05,social_media,basic,2023-11-28,29.26,Home
264,2023-11-05,social_media,basic,2024-07-11,48.36,Books
264,2023-11-05,social_media,basic,2024-07-08,39.37,Books
264,2023-11-05,social_media,basic,2024-10-12,17.61,Fashion
264,2023-11-05,social_media,basic,2024-08-27,29.67,Fashion
265,2024-09-29,paid_search,basic,2024-10-14,65.28,Home
266,2024-03-19,referral,premium,2024-04-10,54.56,Fashion
266,2024-03-19,referral,premium,2024-07-03,102.62,Home
266,2024-03-19,referral,premium,2024-10-10,84.22,Electronics
266,2024-03-19,referral,premium,2024-09-27,129.87,Home
266,2024-03-19,referral,premium,2024-11-11,172.24,Books
267,2023-12-13,social_media,standard,2023-12-17,58.05,Fashion
267,2023-12-13,social_media,standard,2024-05-07,73.51,Fashion
267,2023-12-13,social_media,standard,2024-03-06,62.66,Fashion
267,2023-12-13,social_media,standard,2024-07-23,65.89,Fashion
267,2023-12-13,social_media,standard,2024-06-24,77.05,Fashion
268,2023-06-17,organic,standard,2023-07-03,53.61,Home
268,2023-06-17,organic,standard,2024-01-22,63.43,Electronics
269,2023-06-02,organic,basic,2023-06-17,25.69,Fashion
269,2023-06-02,organic,basic,2023-11-25,27.03,Electronics
269,2023-06-02,organic,basic,2024-03-23,30.08,Electronics
269,2023-06-02,organic,basic,2023-10-14,51.29,Fashion
269,2023-06-02,organic,basic,2023-10-20,62.27,Books
270,2024-05-05,organic,premium,2024-05-12,83.15,Electronics
270,2024-05-05,organic,premium,2024-09-20,116.2,Books
270,2024-05-05,organic,premium,2024-09-20,161.95,Fashion
270,2024-05-05,organic,premium,2024-11-21,138.57,Fashion
270,2024-05-05,organic,premium,2024-12-19,127.38,Fashion
271,2024-09-08,email,premium,2024-09-20,106.66,Electronics
271,2024-09-08,email,premium,2024-12-20,79.73,Books
272,2024-07-25,organic,basic,2024-08-18,30.63,Home
272,2024-07-25,organic,basic,2024-12-04,26.69,Fashion
273,2023-04-16,social_media,standard,2023-05-05,54.5,Home
273,2023-04-16,social_media,standard,2023-11-19,88.03,Home
274,2024-01-02,referral,basic,2024-01-20,33.72,Home
274,2024-01-02,referral,basic,2024-03-20,40.15,Electronics
274,2024-01-02,referral,basic,2024-07-23,26.01,Books
274,2024-01-02,referral,basic,2024-10-27,34.63,Books
274,2024-01-02,referral,basic,2024-07-19,37.82,Home
275,2023-06-22,email,basic,2023-07-15,37.31,Fashion
275,2023-06-22,email,basic,2024-02-21,30.77,Home
276,2024-11-16,social_media,standard,2024-11-18,91.23,Home
277,2023-07-08,organic,basic,2023-07-27,46.5,Home
277,2023-07-08,organic,basic,2023-12-21,28.33,Electronics
277,2023-07-08,organic,basic,2024-02-09,45.11,Books
277,2023-07-08,organic,basic,2023-11-09,49.44,Home
278,2024-01-22,organic,premium,2024-01-25,71.21,Electronics
278,2024-01-22,organic,premium,2024-10-04,148.25,Books
278,2024-01-22,organic,premium,2024-05-08,140.82,Fashion
278,2024-01-22,organic,premium,2024-07-28,154.37,Books
278,2024-01-22,organic,premium,2024-11-21,133.74,Home
279,2023-02-19,paid_search,standard,2023-03-08,84.01,Books
279,2023-02-19,paid_search,standard,2023-03-28,93.46,Electronics
280,2023-12-27,organic,basic,2023-12-28,54.08,Fashion
280,2023-12-27,organic,basic,2024-04-13,23.22,Fashion
280,2023-12-27,organic,basic,2024-05-16,24.03,Fashion
280,2023-12-27,organic,basic,2024-10-03,24.88,Books
281,2023-12-13,organic,premium,2023-12-29,120.88,Books
281,2023-12-13,organic,premium,2024-07-15,173.02,Electronics
281,2023-12-13,organic,premium,2024-04-19,152.37,Books
281,2023-12-13,organic,premium,2024-03-27,167.6,Electronics
281,2023-12-13,organic,premium,2024-10-24,66.95,Fashion
281,2023-12-13,organic,premium,2024-11-11,124.73,Fashion
282,2024-03-14,email,standard,2024-04-11,52.72,Fashion
282,2024-03-14,email,standard,2024-05-09,107.46,Books
282,2024-03-14,email,standard,2024-08-26,44.98,Electronics
283,2024-08-04,organic,standard,2024-08-25,56.87,Home
283,2024-08-04,organic,standard,2024-12-20,38.78,Fashion
284,2024-05-13,organic,standard,2024-05-19,77.1,Books
285,2024-08-04,organic,standard,2024-08-30,69.77,Home
285,2024-08-04,organic,standard,2024-11-17,46.84,Fashion
286,2023-10-13,paid_search,basic,2023-10-30,36.72,Home
286,2023-10-13,paid_search,basic,2024-03-12,25.6,Electronics
286,2023-10-13,paid_search,basic,2024-07-05,24.62,Fashion
286,2023-10-13,paid_search,basic,2024-10-14,26.06,Electronics
286,2023-10-13,paid_search,basic,2024-11-26,47.11,Fashion
287,2024-04-21,organic,premium,2024-05-18,114.23,Home
287,2024-04-21,organic,premium,2024-09-05,127.88,Home
287,2024-04-21,organic,premium,2024-11-28,79.12,Fashion
287,2024-04-21,organic,premium,2024-08-04,74.25,Home
287,2024-04-21,organic,premium,2024-11-22,91.8,Electronics
287,2024-04-21,organic,premium,2024-12-07,139.99,Electronics
288,2023-05-30,social_media,standard,2023-06-16,58.08,Home
288,2023-05-30,social_media,standard,2023-11-29,59.29,Electronics
288,2023-05-30,social_media,standard,2023-09-10,88.91,Home
289,2023-07-04,social_media,standard,2023-07-06,80.14,Home
289,2023-07-04,social_media,standard,2024-01-06,99.79,Home
289,2023-07-04,social_media,standard,2023-12-15,80.86,Electronics
289,2023-07-04,social_media,standard,2023-12-01,95.52,Home
289,2023-07-04,social_media,standard,2023-11-10,45.68,Home
289,2023-07-04,social_media,standard,2024-02-28,101.47,Fashion
290,2023-07-28,paid_search,basic,2023-08-26,39.22,Home
290,2023-07-28,paid_search,basic,2023-09-23,33.46,Fashion
290,2023-07-28,paid_search,basic,2024-02-02,22.77,Home
290,2023-07-28,paid_search,basic,2024-02-16,31.72,Home
290,2023-07-28,paid_search,basic,2024-08-28,44.51,Books
291,2024-03-22,social_media,basic,2024-03-30,29.8,Electronics
291,2024-03-22,social_media,basic,2024-06-16,32.33,Fashion
291,2024-03-22,social_media,basic,2024-10-04,27.71,Fashion
292,2024-01-03,social_media,standard,2024-01-12,63.69,Electronics
292,2024-01-03,social_media,standard,2024-06-25,60.79,Electronics
292,2024-01-03,social_media,standard,2024-04-16,61.55,Fashion
293,2024-06-12,paid_search,standard,2024-06-26,44.54,Home
293,2024-06-12,paid_search,standard,2024-07-30,69.91,Fashion
293,2024-06-12,paid_search,standard,2024-09-05,40.26,Books
294,2023-09-30,organic,standard,2023-10-03,53.59,Books
294,2023-09-30,organic,standard,2024-03-29,63.35,Electronics
294,2023-09-30,organic,standard,2023-12-23,97.18,Fashion
294,2023-09-30,organic,standard,2024-04-24,59.28,Electronics
294,2023-09-30,organic,standard,2024-06-09,125.27,Books
294,2023-09-30,organic,standard,2024-07-23,83.45,Home
294,2023-09-30,organic,standard,2024-08-28,56.12,Fashion
295,2023-07-18,paid_search,premium,2023-08-12,209.38,Books
295,2023-07-18,paid_search,premium,2023-12-20,128.35,Fashion
295,2023-07-18,paid_search,premium,2024-05-08,110.91,Books
295,2023-07-18,paid_search,premium,2023-12-20,108.48,Fashion
295,2023-07-18,paid_search,premium,2024-02-09,150.4,Fashion
295,2023-07-18,paid_search,premium,2024-10-13,84.04,Books
295,2023-07-18,paid_search,premium,2024-05-22,138.33,Home
295,2023-07-18,paid_search,premium,2024-08-13,96.67,Books
296,2023-11-18,email,standard,2023-12-05,94.72,Fashion
296,2023-11-18,email,standard,2024-04-12,59.36,Home
296,2023-11-18,email,standard,2024-03-27,131.92,Books
296,2023-11-18,email,standard,2024-07-19,106.44,Electronics
296,2023-11-18,email,standard,2024-07-01,65.25,Electronics
297,2024-06-06,organic,basic,2024-06-08,28.57,Electronics
297,2024-06-06,organic,basic,2024-08-21,57.71,Electronics
298,2023-09-24,social_media,basic,2023-10-03,36.3,Books
298,2023-09-24,social_media,basic,2023-11-30,21.08,Electronics
298,2023-09-24,social_media,basic,2023-12-02,37.09,Fashion
299,2024-10-18,email,basic,2024-10-27,31.07,Fashion
300,2023-05-12,social_media,premium,2023-05-23,86.21,Electronics
300,2023-05-12,social_media,premium,2023-06-12,64.72,Electronics
300,2023-05-12,social_media,premium,2024-02-23,133.53,Fashion
300,2023-05-12,social_media,premium,2024-03-08,154.22,Fashion
300,2023-05-12,social_media,premium,2024-05-18,96.14,Fashion
300,2023-05-12,social_media,premium,2024-06-04,72.29,Electronics
300,2023-05-12,social_media,premium,2024-06-30,104.18,Fashion
301,2024-04-22,referral,basic,2024-05-13,30.93,Fashion
301,2024-04-22,referral,basic,2024-09-17,44.65,Fashion
301,2024-04-22,referral,basic,2024-11-12,29.25,Home
302,2023-09-23,social_media,standard,2023-09-23,73.64,Home
302,2023-09-23,social_media,standard,2023-11-09,60.46,Home
302,2023-09-23,social_media,standard,2024-02-03,84.65,Fashion
303,2023-06-29,paid_search,basic,2023-07-21,49.83,Fashion
303,2023-06-29,paid_search,basic,2024-01-19,32.84,Electronics
303,2023-06-29,paid_search,basic,2024-04-12,34.36,Fashion
303,2023-06-29,paid_search,basic,2024-05-29,29.66,Fashion
304,2024-09-13,paid_search,standard,2024-09-13,113.08,Books
304,2024-09-13,paid_search,standard,2024-11-23,89.04,Home
305,2023-09-08,organic,standard,2023-10-02,48.32,Fashion
305,2023-09-08,organic,standard,2023-10-20,73.76,Home
305,2023-09-08,organic,standard,2024-07-22,74.16,Fashion
306,2023-09-12,organic,premium,2023-09-19,169.17,Fashion
306,2023-09-12,organic,premium,2024-04-16,104.46,Electronics
306,2023-09-12,organic,premium,2023-11-15,135.77,Home
306,2023-09-12,organic,premium,2024-05-27,106.55,Fashion
306,2023-09-12,organic,premium,2024-09-13,95.32,Home
306,2023-09-12,organic,premium,2024-10-28,150.9,Home
306,2023-09-12,organic,premium,2024-07-30,168.29,Books
306,2023-09-12,organic,premium,2024-11-22,114.27,Home
306,2023-09-12,organic,premium,2024-08-24,195.09,Fashion
307,2024-02-25,referral,standard,2024-03-22,84.66,Books
307,2024-02-25,referral,standard,2024-07-07,56.77,Books
307,2024-02-25,referral,standard,2024-09-30,103.74,Books
307,2024-02-25,referral,standard,2024-12-30,65.44,Electronics
308,2024-06-07,paid_search,standard,2024-06-13,73.6,Fashion
308,2024-06-07,paid_search,standard,2024-09-19,79.34,Fashion
308,2024-06-07,paid_search,standard,2024-10-07,82.83,Electronics
309,2023-11-03,organic,standard,2023-11-21,48.06,Fashion
309,2023-11-03,organic,standard,2024-01-22,51.77,Fashion
310,2024-02-24,social_media,standard,2024-03-23,41.92,Electronics
310,2024-02-24,social_media,standard,2024-09-13,54.94,Books
310,2024-02-24,social_media,standard,2024-07-08,51.89,Books
310,2024-02-24,social_media,standard,2024-07-31,53.72,Books
311,2024-01-03,referral,basic,2024-02-01,22.83,Fashion
311,2024-01-03,referral,basic,2024-07-01,58.24,Electronics
311,2024-01-03,referral,basic,2024-09-17,28.53,Home
312,2024-07-14,social_media,standard,2024-07-28,68.84,Fashion
314,2024-05-17,paid_search,premium,2024-06-05,132.8,Home
314,2024-05-17,paid_search,premium,2024-11-13,120.46,Home
314,2024-05-17,paid_search,premium,2024-12-07,138.58,Fashion
314,2024-05-17,paid_search,premium,2024-09-20,105.39,Fashion
314,2024-05-17,paid_search,premium,2024-12-14,152.27,Books
315,2024-04-12,email,standard,2024-04-15,98.59,Home
315,2024-04-12,email,standard,2024-05-21,61.3,Books
316,2023-02-11,paid_search,premium,2023-02-27,93.09,Electronics
316,2023-02-11,paid_search,premium,2023-04-30,100.69,Electronics
316,2023-02-11,paid_search,premium,2023-09-03,103.95,Home
316,2023-02-11,paid_search,premium,2023-10-24,133.66,Home
316,2023-02-11,paid_search,premium,2023-08-12,140.05,Electronics
316,2023-02-11,paid_search,premium,2024-06-08,71.11,Books
316,2023-02-11,paid_search,premium,2023-11-14,182.21,Books
317,2024-01-13,organic,standard,2024-01-26,77.2,Home
317,2024-01-13,organic,standard,2024-06-06,41.51,Books
317,2024-01-13,organic,standard,2024-03-17,62.62,Books
317,2024-01-13,organic,standard,2024-05-29,77.16,Home
318,2024-01-19,social_media,standard,2024-01-31,67.4,Home
318,2024-01-19,social_media,standard,2024-09-16,58.81,Electronics
318,2024-01-19,social_media,standard,2024-09-18,64.78,Home
318,2024-01-19,social_media,standard,2024-11-01,88.93,Home
318,2024-01-19,social_media,standard,2024-12-04,40.07,Electronics
319,2024-05-23,email,basic,2024-06-01,35.48,Electronics
320,2023-10-10,organic,standard,2023-10-13,82.76,Books
320,2023-10-10,organic,standard,2024-04-29,68.41,Books
320,2023-10-10,organic,standard,2023-12-22,66.97,Electronics
320,2023-10-10,organic,standard,2024-06-01,75.8,Fashion
320,2023-10-10,organic,standard,2024-02-23,57.66,Fashion
322,2023-11-17,organic,standard,2023-12-16,71.15,Books
322,2023-11-17,organic,standard,2024-06-07,46.78,Books
323,2023-01-27,social_media,standard,2023-02-23,35.52,Home
323,2023-01-27,social_media,standard,2023-09-14,53.4,Fashion
323,2023-01-27,social_media,standard,2023-10-13,55.89,Books
323,2023-01-27,social_media,standard,2023-10-10,48.16,Books
323,2023-01-27,social_media,standard,2023-12-16,63.26,Home
323,2023-01-27,social_media,standard,2024-03-30,63.01,Books
324,2024-02-08,organic,premium,2024-03-06,117.57,Fashion
324,2024-02-08,organic,premium,2024-10-01,133.85,Fashion
324,2024-02-08,organic,premium,2024-07-24,169.92,Books
324,2024-02-08,organic,premium,2024-09-03,160.68,Fashion
324,2024-02-08,organic,premium,2024-12-21,132.5,Home
324,2024-02-08,organic,premium,2024-08-19,119.81,Home
324,2024-02-08,organic,premium,2024-10-22,108.6,Books
324,2024-02-08,organic,premium,2024-09-07,175.53,Fashion
325,2023-03-15,organic,premium,2023-04-07,95.96,Electronics
325,2023-03-15,organic,premium,2023-11-23,97.86,Fashion
325,2023-03-15,organic,premium,2023-12-18,85.19,Fashion
325,2023-03-15,organic,premium,2023-06-16,121.05,Books
325,2023-03-15,organic,premium,2024-03-27,69.51,Books
325,2023-03-15,organic,premium,2024-06-16,102.84,Home
326,2024-04-23,organic,standard,2024-04-28,49.91,Home
326,2024-04-23,organic,standard,2024-08-11,98.19,Electronics
327,2024-08-11,paid_search,standard,2024-09-05,73.46,Electronics
327,2024-08-11,paid_search,standard,2024-12-05,53.08,Books
328,2024-06-30,paid_search,standard,2024-07-10,40.69,Fashion
328,2024-06-30,paid_search,standard,2024-09-08,61.15,Home
328,2024-06-30,paid_search,standard,2024-09-17,49.52,Electronics
328,2024-06-30,paid_search,standard,2024-12-05,54.32,Electronics
329,2024-01-30,organic,standard,2024-02-15,76.06,Books
329,2024-01-30,organic,standard,2024-04-01,100.2,Fashion
329,2024-01-30,organic,standard,2024-07-21,59.79,Fashion
329,2024-01-30,organic,standard,2024-12-27,70.68,Home
330,2024-10-11,organic,standard,2024-10-16,34.36,Home
331,2023-06-30,organic,standard,2023-07-06,129.17,Fashion
331,2023-06-30,organic,standard,2023-09-14,56.97,Home
331,2023-06-30,organic,standard,2024-04-10,45.54,Electronics
331,2023-06-30,organic,standard,2024-05-08,58.06,Electronics
332,2024-07-29,organic,standard,2024-08-17,77.48,Home
332,2024-07-29,organic,standard,2024-12-02,60.92,Fashion
332,2024-07-29,organic,standard,2024-11-11,46.1,Fashion
333,2023-06-13,email,standard,2023-06-18,46.5,Fashion
333,2023-06-13,email,standard,2024-02-07,79.38,Fashion
333,2023-06-13,email,standard,2023-10-19,67.61,Fashion
333,2023-06-13,email,standard,2024-03-17,98.53,Home
333,2023-06-13,email,standard,2023-10-20,56.84,Electronics
334,2023-02-18,paid_search,basic,2023-03-15,22.12,Books
334,2023-02-18,paid_search,basic,2023-03-24,38.88,Electronics
334,2023-02-18,paid_search,basic,2023-09-09,27.17,Electronics
334,2023-02-18,paid_search,basic,2024-02-01,20.51,Electronics
334,2023-02-18,paid_search,basic,2023-11-19,17.93,Fashion
334,2023-02-18,paid_search,basic,2023-10-15,30.43,Fashion
335,2023-08-05,email,standard,2023-08-23,44.46,Fashion
335,2023-08-05,email,standard,2024-03-12,146.61,Fashion
335,2023-08-05,email,standard,2024-06-08,77.21,Electronics
336,2023-09-28,social_media,standard,2023-10-04,98.83,Books
336,2023-09-28,social_media,standard,2024-02-06,76.51,Books
336,2023-09-28,social_media,standard,2024-05-10,41.03,Home
336,2023-09-28,social_media,standard,2024-07-29,77.54,Electronics
337,2024-08-24,paid_search,standard,2024-09-01,49.63,Fashion
337,2024-08-24,paid_search,standard,2024-12-28,80.5,Fashion
338,2024-05-20,social_media,basic,2024-05-20,37.16,Books
338,2024-05-20,social_media,basic,2024-10-31,34.16,Home
339,2023-02-15,email,standard,2023-02-27,60.96,Home
339,2023-02-15,email,standard,2023-04-09,62.58,Books
340,2024-04-28,referral,premium,2024-05-08,114.42,Books
340,2024-04-28,referral,premium,2024-06-03,174.72,Electronics
340,2024-04-28,referral,premium,2024-07-22,138.95,Books
340,2024-04-28,referral,premium,2024-12-05,82.09,Books
340,2024-04-28,referral,premium,2024-12-20,125.56,Electronics
340,2024-04-28,referral,premium,2024-12-19,134.5,Home
341,2023-11-06,paid_search,standard,2023-11-24,77.71,Books
341,2023-11-06,paid_search,standard,2024-03-15,53.47,Electronics
341,2023-11-06,paid_search,standard,2024-06-16,66.85,Fashion
342,2024-03-09,organic,standard,2024-03-23,65.12,Home
342,2024-03-09,organic,standard,2024-05-06,68.89,Books
342,2024-03-09,organic,standard,2024-11-11,59.34,Home
343,2023-08-31,email,basic,2023-09-13,62.72,Fashion
343,2023-08-31,email,basic,2024-01-10,31.55,Fashion
344,2024-05-09,email,standard,2024-05-22,40.54,Electronics
344,2024-05-09,email,standard,2024-09-21,58.51,Books
344,2024-05-09,email,standard,2024-09-19,84.74,Books
344,2024-05-09,email,standard,2024-11-14,46.85,Fashion
344,2024-05-09,email,standard,2024-09-14,61.2,Fashion
345,2024-09-23,email,standard,2024-09-29,51.78,Books
346,2023-03-03,organic,premium,2023-03-27,97.67,Fashion
346,2023-03-03,organic,premium,2023-07-07,93.17,Books
346,2023-03-03,organic,premium,2023-06-22,120.21,Books
346,2023-03-03,organic,premium,2023-08-08,155.26,Home
346,2023-03-03,organic,premium,2023-08-14,100.34,Books
347,2023-01-29,email,standard,2023-02-27,63.99,Home
347,2023-01-29,email,standard,2023-08-20,122.34,Home
348,2023-10-27,organic,premium,2023-11-07,124.76,Home
348,2023-10-27,organic,premium,2024-04-03,94.33,Electronics
348,2023-10-27,organic,premium,2024-02-21,87.33,Fashion
348,2023-10-27,organic,premium,2024-10-06,120.01,Home
349,2024-03-29,social_media,standard,2024-04-22,114.88,Fashion
350,2024-02-12,paid_search,standard,2024-03-03,63.94,Books
350,2024-02-12,paid_search,standard,2024-04-03,71.72,Electronics
350,2024-02-12,paid_search,standard,2024-10-15,38.24,Electronics
350,2024-02-12,paid_search,standard,2024-06-10,57.51,Books
350,2024-02-12,paid_search,standard,2024-09-16,107.89,Books
352,2023-06-18,organic,basic,2023-06-29,30.01,Books
352,2023-06-18,organic,basic,2023-11-27,28.03,Electronics
352,2023-06-18,organic,basic,2023-12-27,33.94,Fashion
353,2023-09-26,organic,standard,2023-10-16,45.11,Home
353,2023-09-26,organic,standard,2024-04-03,103.85,Fashion
354,2024-11-18,paid_search,standard,2024-12-10,56.66,Fashion
355,2023-10-05,email,standard,2023-10-27,55.12,Home
355,2023-10-05,email,standard,2023-11-12,63.53,Electronics
355,2023-10-05,email,standard,2024-07-16,49.45,Home
